ID,expected
432176974,0.25531750199871545
432157692,0.26703791659828685
432170850,0.8272013419147478
432151613,0.8724488974125335
432167744,0.8272013419147478
432171512,0.8272013419147478
432164841,0.26703791659828685
432143118,0.8724488974125335
432162895,0.2703324418827879
432160756,0.2703324418827879
432162466,0.07255032094689202
432159354,0.8272013419147478
432184941,0.02493520924108756
432156905,0.39571796037158985
432184799,0.8304715571634961
432144081,0.9194511725590182
432181997,0.25531750199871545
432186531,0.25531750199871545
432154240,0.43178864983117116
432160530,0.2703324418827879
432144964,0.9227213878077662
432187104,0.8304715571634961
432161011,0.8304715571634961
432161962,0.26703791659828685
432160144,0.8304715571634961
432173536,0.02493520924108756
432184955,0.25531750199871545
432162766,0.26703791659828685
432181622,0.02493520924108756
432156978,0.30323035587297875
432151019,0.9227213878077662
432155323,0.26703791659828685
432147427,0.8724488974125335
432178621,0.25531750199871545
432166900,0.26703791659828685
432155833,0.2703324418827879
432152169,0.9227213878077662
432162450,0.2219467760751175
432147141,0.8724488974125335
432170344,0.8272013419147478
432174890,0.8272013419147478
432169388,0.25531750199871545
432150914,0.9227213878077662
432163064,0.3173104069935201
432176107,0.2410880323771841
432150753,0.9227213878077662
432146132,0.8724488974125335
432145085,0.9194511725590182
432184674,0.8272013419147478
432166157,0.2703324418827879
432164579,0.8304715571634961
432183533,0.8214420664462636
432168203,0.3055899923939487
432184585,0.8272013419147478
432177481,0.25531750199871545
432185262,0.18481980635290163
432167969,0.8214420664462636
432172756,0.02493520924108756
432150810,0.9227213878077662
432153969,0.8272013419147478
432186717,0.1473017835226017
432160588,0.2703324418827879
432154439,0.3630205137542747
432142955,0.9227213878077662
432143986,0.9194511725590182
432162124,0.8272013419147478
432163386,0.8304715571634961
432157820,0.8272013419147478
432155190,0.26703791659828685
432164433,0.03841712429642316
432176383,0.02493520924108756
432146206,0.4645369406372899
432159952,0.2703324418827879
432182100,0.24672910318444147
432175673,0.8272013419147478
432151740,0.9227213878077662
432145413,0.9227213878077662
432145252,0.9227213878077662
432176813,0.8272013419147478
432158826,0.7284343595532724
432162689,0.8272013419147478
432143000,0.9194511725590182
432174192,0.2410880323771841
432148064,0.8724488974125335
432187529,0.8272013419147478
432146344,0.8901264004736501
432171333,0.26111172418058587
432171942,0.3055899923939487
432180880,0.25531750199871545
432164388,0.2703324418827879
432187400,0.8214420664462636
432165701,0.03841712429642316
432176910,0.25531750199871545
432174475,0.25531750199871545
432181468,0.02493520924108756
432158363,0.26703791659828685
432180306,0.02493520924108756
432151426,0.9227213878077662
432152363,0.45718566687803486
432146327,0.7383933648783432
432162349,0.26703791659828685
432185037,0.25531750199871545
432147071,0.8724488974125335
432177207,0.02493520924108756
432155716,0.35637537706612116
432164631,0.196540220952473
432179974,0.05753538106281964
432148030,0.8724488974125335
432157233,0.8304715571634961
432170048,0.25531750199871545
432167631,0.8304715571634961
432167641,0.8272013419147478
432182953,0.25531750199871545
432170533,0.02493520924108756
432165191,0.8272013419147478
432145791,0.8724488974125335
432185945,0.25531750199871545
432163439,0.3173104069935201
432160206,0.32060493227802106
432159849,0.4137614670427861
432157740,0.8304715571634961
432167193,0.04609575424008163
432157485,0.3682261746660712
432177433,0.25531750199871545
432167249,0.2703324418827879
432174731,0.8272013419147478
432160941,0.8272013419147478
432157046,0.2703324418827879
432175901,0.8272013419147478
432156106,0.2703324418827879
432175215,0.18481980635290163
432162399,0.30223997235405287
432157379,0.32060493227802106
432149248,0.9194511725590182
432153287,0.32060493227802106
432146505,0.8724488974125335
432172408,0.24614484571777473
432152165,0.470369297605204
432158392,0.8272013419147478
432168221,0.25531750199871545
432151990,0.9227213878077662
432178712,0.2729950050598319
432158436,0.2703324418827879
432181637,0.02931931390024505
432153464,0.2703324418827879
432164727,0.2921625505736889
432164249,0.26703791659828685
432170147,0.25531750199871545
432184263,0.25531750199871545
432169040,0.3055899923939487
432162017,0.26703791659828685
432165780,0.1084830987316227
432163350,0.3173104069935201
432142995,0.9194511725590182
432158510,0.2703324418827879
432143595,0.8724488974125335
432145960,0.8724488974125335
432175186,0.18481980635290163
432169227,0.25531750199871545
432163428,0.2703324418827879
432159195,0.26703791659828685
432161144,0.3906017150133453
432172781,0.1646536495143367
432152786,0.3570643322870159
432142870,0.8724488974125335
432157025,0.28923064581171837
432163997,0.03841712429642316
432159891,0.3173104069935201
432186562,0.8272013419147478
432181224,0.02493520924108756
432160562,0.4358623042037413
432182934,0.02931931390024505
432184396,0.25531750199871545
432149357,0.4313126724857718
432179005,0.2964445147508719
432180063,0.25531750199871545
432152301,0.9227213878077662
432164302,0.2703324418827879
432183301,0.8272013419147478
432165981,0.06925579566239101
432168597,0.8272013419147478
432162663,0.8272013419147478
432167842,0.2954570758581899
